Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber
30,No,Travel_Rarely,1082,Sales,12,3,Technical Degree,1,533
41,No,Travel_Rarely,645,Sales,1,3,Marketing,1,534
28,No,Travel_Rarely,1300,Research & Development,17,2,Medical,1,536
25,Yes,Travel_Rarely,688,Research & Development,3,3,Medical,1,538
52,No,Travel_Rarely,319,Research & Development,3,3,Medical,1,543
45,No,Travel_Rarely,192,Research & Development,10,2,Life Sciences,1,544
52,No,Travel_Rarely,1490,Research & Development,4,2,Life Sciences,1,546
42,No,Travel_Frequently,532,Research & Development,29,2,Life Sciences,1,547
30,No,Travel_Rarely,317,Research & Development,2,3,Life Sciences,1,548
60,No,Travel_Rarely,422,Research & Development,7,3,Life Sciences,1,549
46,No,Travel_Rarely,1485,Research & Development,18,3,Medical,1,550
42,No,Travel_Frequently,1368,Research & Development,28,4,Technical Degree,1,551
24,Yes,Travel_Rarely,1448,Sales,1,1,Technical Degree,1,554
34,Yes,Travel_Frequently,296,Sales,6,2,Marketing,1,555
38,No,Travel_Frequently,1490,Research & Development,2,2,Life Sciences,1,556
40,No,Travel_Rarely,1398,Sales,2,4,Life Sciences,1,558
26,No,Travel_Rarely,1349,Research & Development,23,3,Life Sciences,1,560
30,No,Non-Travel,1400,Research & Development,3,3,Life Sciences,1,562
29,No,Travel_Rarely,986,Research & Development,3,4,Medical,1,564
29,Yes,Travel_Rarely,408,Research & Development,25,5,Technical Degree,1,565
19,Yes,Travel_Rarely,489,Human Resources,2,2,Technical Degree,1,566
30,No,Non-Travel,1398,Sales,22,4,Other,1,567
57,No,Travel_Rarely,210,Sales,29,3,Marketing,1,568
50,No,Travel_Rarely,1099,Research & Development,29,4,Life Sciences,1,569
30,No,Non-Travel,1116,Research & Development,2,3,Medical,1,571
60,No,Travel_Frequently,1499,Sales,28,3,Marketing,1,573
47,No,Travel_Rarely,983,Research & Development,2,2,Medical,1,574
46,No,Travel_Rarely,1009,Research & Development,2,3,Life Sciences,1,575
35,No,Travel_Rarely,144,Research & Development,22,3,Life Sciences,1,577
54,No,Travel_Rarely,548,Research & Development,8,4,Life Sciences,1,578
34,No,Travel_Rarely,1303,Research & Development,2,4,Life Sciences,1,579
46,No,Travel_Rarely,1125,Sales,10,3,Marketing,1,580
31,No,Travel_Rarely,1274,Research & Development,9,1,Life Sciences,1,581
33,Yes,Travel_Rarely,1277,Research & Development,15,1,Medical,1,582
33,Yes,Travel_Rarely,587,Research & Development,10,1,Medical,1,584
30,No,Travel_Rarely,413,Sales,7,1,Marketing,1,585
35,No,Travel_Rarely,1276,Research & Development,16,3,Life Sciences,1,586
31,Yes,Travel_Frequently,534,Research & Development,20,3,Life Sciences,1,587
34,Yes,Travel_Frequently,988,Human Resources,23,3,Human Resources,1,590
42,No,Travel_Frequently,1474,Research & Development,5,2,Other,1,591
36,No,Non-Travel,635,Sales,10,4,Medical,1,592
22,Yes,Travel_Frequently,1368,Research & Development,4,1,Technical Degree,1,593
48,No,Travel_Rarely,163,Sales,2,5,Marketing,1,595
55,No,Travel_Rarely,1117,Sales,18,5,Life Sciences,1,597
41,No,Non-Travel,267,Sales,10,2,Life Sciences,1,599
35,No,Travel_Rarely,619,Sales,1,3,Marketing,1,600
40,No,Travel_Rarely,302,Research & Development,6,3,Life Sciences,1,601
39,No,Travel_Frequently,443,Research & Development,8,1,Life Sciences,1,602
31,No,Travel_Rarely,828,Sales,2,1,Life Sciences,1,604
42,No,Travel_Rarely,319,Research & Development,24,3,Medical,1,605
45,No,Travel_Rarely,561,Sales,2,3,Other,1,606
26,Yes,Travel_Frequently,426,Human Resources,17,4,Life Sciences,1,608
29,No,Travel_Rarely,232,Research & Development,19,3,Technical Degree,1,611
33,No,Travel_Rarely,922,Research & Development,1,5,Medical,1,612
31,No,Travel_Rarely,688,Sales,7,3,Life Sciences,1,613
18,Yes,Travel_Frequently,1306,Sales,5,3,Marketing,1,614
40,No,Non-Travel,1094,Sales,28,3,Other,1,615
41,No,Non-Travel,509,Research & Development,2,4,Other,1,616
26,No,Travel_Rarely,775,Sales,29,2,Medical,1,618
35,No,Travel_Rarely,195,Sales,1,3,Medical,1,620
34,No,Travel_Rarely,258,Sales,21,4,Life Sciences,1,621
26,Yes,Travel_Rarely,471,Research & Development,24,3,Technical Degree,1,622
37,No,Travel_Rarely,799,Research & Development,1,3,Technical Degree,1,623
46,No,Travel_Frequently,1034,Research & Development,18,1,Medical,1,624
41,No,Travel_Rarely,1276,Sales,2,5,Life Sciences,1,625
37,No,Non-Travel,142,Sales,9,4,Medical,1,626
52,No,Travel_Rarely,956,Research & Development,6,2,Technical Degree,1,630
32,Yes,Non-Travel,1474,Sales,11,4,Other,1,631
24,No,Travel_Frequently,535,Sales,24,3,Medical,1,632
38,No,Travel_Rarely,1495,Research & Development,10,3,Medical,1,634
37,No,Travel_Rarely,446,Research & Development,1,4,Life Sciences,1,635
49,No,Travel_Rarely,1245,Research & Development,18,4,Life Sciences,1,638
24,No,Travel_Rarely,691,Research & Development,23,3,Medical,1,639
26,No,Travel_Rarely,703,Sales,28,2,Marketing,1,641
24,No,Travel_Rarely,823,Research & Development,17,2,Other,1,643
50,No,Travel_Frequently,1246,Human Resources,3,3,Medical,1,644
25,No,Travel_Rarely,622,Sales,13,1,Medical,1,645
24,Yes,Travel_Frequently,1287,Research & Development,7,3,Life Sciences,1,647
30,Yes,Travel_Frequently,448,Sales,12,4,Life Sciences,1,648
34,No,Travel_Rarely,254,Research & Development,1,2,Life Sciences,1,649
31,Yes,Travel_Rarely,1365,Sales,13,4,Medical,1,650
35,No,Travel_Rarely,538,Research & Development,25,2,Other,1,652
31,No,Travel_Rarely,525,Sales,6,4,Medical,1,653
27,No,Travel_Rarely,798,Research & Development,6,4,Medical,1,655
37,No,Travel_Rarely,558,Sales,2,3,Marketing,1,656
20,No,Travel_Rarely,959,Research & Development,1,3,Life Sciences,1,657
42,No,Travel_Rarely,622,Research & Development,2,4,Life Sciences,1,659
43,No,Travel_Rarely,782,Research & Development,6,4,Other,1,661
38,No,Travel_Rarely,362,Research & Development,1,1,Life Sciences,1,662
43,No,Travel_Frequently,1001,Research & Development,9,5,Medical,1,663
48,No,Travel_Rarely,1236,Research & Development,1,4,Life Sciences,1,664
44,No,Travel_Rarely,1112,Human Resources,1,4,Life Sciences,1,665
34,No,Travel_Rarely,204,Sales,14,3,Technical Degree,1,666
27,Yes,Travel_Rarely,1420,Sales,2,1,Marketing,1,667
21,No,Travel_Rarely,1343,Sales,22,1,Technical Degree,1,669
44,No,Travel_Rarely,1315,Research & Development,3,4,Other,1,671
22,No,Travel_Rarely,604,Research & Development,6,1,Medical,1,675
33,No,Travel_Rarely,1216,Sales,8,4,Marketing,1,677
32,No,Travel_Rarely,646,Research & Development,9,4,Life Sciences,1,679
30,No,Travel_Frequently,160,Research & Development,3,3,Medical,1,680
53,No,Travel_Rarely,238,Sales,1,1,Medical,1,682
34,No,Travel_Rarely,1397,Research & Development,1,5,Life Sciences,1,683
45,Yes,Travel_Frequently,306,Sales,26,4,Life Sciences,1,684
26,No,Travel_Rarely,991,Research & Development,6,3,Life Sciences,1,686
37,No,Travel_Rarely,482,Research & Development,3,3,Other,1,689
29,No,Travel_Rarely,1176,Sales,3,2,Medical,1,690
35,No,Travel_Rarely,1017,Research & Development,6,4,Life Sciences,1,691
33,No,Travel_Frequently,1296,Research & Development,6,3,Life Sciences,1,692
54,No,Travel_Rarely,397,Human Resources,19,4,Medical,1,698
36,No,Travel_Rarely,913,Research & Development,9,2,Medical,1,699
27,No,Travel_Rarely,1115,Research & Development,3,4,Medical,1,700
20,Yes,Travel_Rarely,1362,Research & Development,10,1,Medical,1,701
33,Yes,Travel_Frequently,1076,Research & Development,3,3,Life Sciences,1,702
35,No,Non-Travel,727,Research & Development,3,3,Life Sciences,1,704
23,No,Travel_Rarely,885,Research & Development,4,3,Medical,1,705
25,No,Travel_Rarely,810,Sales,8,3,Life Sciences,1,707
38,No,Travel_Rarely,243,Sales,7,4,Marketing,1,709
29,No,Travel_Frequently,806,Research & Development,1,4,Life Sciences,1,710
48,No,Travel_Rarely,817,Sales,2,1,Marketing,1,712
27,No,Travel_Frequently,1410,Sales,3,1,Medical,1,714
37,No,Travel_Rarely,1225,Research & Development,10,2,Life Sciences,1,715
50,No,Travel_Rarely,1207,Research & Development,28,1,Medical,1,716
34,No,Travel_Rarely,1442,Research & Development,9,3,Medical,1,717
24,Yes,Travel_Rarely,693,Sales,3,2,Life Sciences,1,720
39,No,Travel_Rarely,408,Research & Development,2,4,Technical Degree,1,721
32,No,Travel_Rarely,929,Sales,10,3,Marketing,1,722
50,Yes,Travel_Frequently,562,Sales,8,2,Technical Degree,1,723
38,No,Travel_Rarely,827,Research & Development,1,4,Life Sciences,1,724
27,No,Travel_Rarely,608,Research & Development,1,2,Life Sciences,1,725
32,No,Travel_Rarely,1018,Research & Development,3,2,Life Sciences,1,727
47,No,Travel_Rarely,703,Sales,14,4,Marketing,1,728
40,No,Travel_Frequently,580,Sales,5,4,Life Sciences,1,729
53,No,Travel_Rarely,970,Research & Development,7,3,Life Sciences,1,730
41,No,Travel_Rarely,427,Human Resources,10,4,Human Resources,1,731
60,No,Travel_Rarely,1179,Sales,16,4,Marketing,1,732
27,No,Travel_Frequently,294,Research & Development,10,2,Life Sciences,1,733
41,No,Travel_Rarely,314,Human Resources,1,3,Human Resources,1,734
50,No,Travel_Rarely,316,Sales,8,4,Marketing,1,738
28,Yes,Travel_Rarely,654,Research & Development,1,2,Life Sciences,1,741
36,No,Non-Travel,427,Research & Development,8,3,Life Sciences,1,742
38,No,Travel_Rarely,168,Research & Development,1,3,Life Sciences,1,743
44,No,Non-Travel,381,Research & Development,24,3,Medical,1,744
47,No,Travel_Frequently,217,Sales,3,3,Medical,1,746
30,No,Travel_Rarely,501,Sales,27,5,Marketing,1,747
29,No,Travel_Rarely,1396,Sales,10,3,Life Sciences,1,749
42,Yes,Travel_Frequently,933,Research & Development,19,3,Medical,1,752
43,No,Travel_Frequently,775,Sales,15,3,Life Sciences,1,754
34,No,Travel_Rarely,970,Research & Development,8,2,Medical,1,757
23,No,Travel_Rarely,650,Research & Development,9,1,Medical,1,758
39,No,Travel_Rarely,141,Human Resources,3,3,Human Resources,1,760
56,No,Travel_Rarely,832,Research & Development,9,3,Medical,1,762
40,No,Travel_Rarely,804,Research & Development,2,1,Medical,1,763
27,No,Travel_Rarely,975,Research & Development,7,3,Medical,1,764
29,No,Travel_Rarely,1090,Sales,10,3,Marketing,1,766
53,No,Travel_Rarely,346,Research & Development,6,3,Life Sciences,1,769
35,No,Non-Travel,1225,Research & Development,2,4,Life Sciences,1,771
32,No,Travel_Frequently,430,Research & Development,24,4,Life Sciences,1,772
38,No,Travel_Rarely,268,Research & Development,2,5,Medical,1,773
34,No,Travel_Rarely,167,Research & Development,8,5,Life Sciences,1,775
52,No,Travel_Rarely,621,Sales,3,4,Marketing,1,776
33,Yes,Travel_Rarely,527,Research & Development,1,4,Other,1,780
25,No,Travel_Rarely,883,Sales,26,1,Medical,1,781
45,No,Travel_Rarely,954,Sales,2,2,Technical Degree,1,783
23,No,Travel_Rarely,310,Research & Development,10,1,Medical,1,784
47,Yes,Travel_Frequently,719,Sales,27,2,Life Sciences,1,785
34,No,Travel_Rarely,304,Sales,2,3,Other,1,786
55,Yes,Travel_Rarely,725,Research & Development,2,3,Medical,1,787
36,No,Non-Travel,1434,Sales,8,4,Life Sciences,1,789
52,No,Non-Travel,715,Research & Development,19,4,Medical,1,791
26,No,Travel_Frequently,575,Research & Development,1,2,Life Sciences,1,792
29,No,Travel_Rarely,657,Research & Development,27,3,Medical,1,793
26,Yes,Travel_Rarely,1146,Sales,8,3,Technical Degree,1,796
34,No,Travel_Rarely,182,Research & Development,1,4,Life Sciences,1,797
54,No,Travel_Rarely,376,Research & Development,19,4,Medical,1,799
27,No,Travel_Frequently,829,Sales,8,1,Marketing,1,800
37,No,Travel_Rarely,571,Research & Development,10,1,Life Sciences,1,802
38,No,Travel_Frequently,240,Research & Development,2,4,Life Sciences,1,803
34,No,Travel_Rarely,121,Research & Development,2,4,Medical,1,804
35,No,Travel_Rarely,384,Sales,8,4,Life Sciences,1,805
30,No,Travel_Rarely,921,Research & Development,1,3,Life Sciences,1,806
40,No,Travel_Frequently,791,Research & Development,2,2,Medical,1,807
34,No,Travel_Rarely,1111,Sales,8,2,Life Sciences,1,808
42,No,Travel_Frequently,570,Research & Development,8,3,Life Sciences,1,809
23,Yes,Travel_Rarely,1243,Research & Development,6,3,Life Sciences,1,811
24,No,Non-Travel,1092,Research & Development,9,3,Life Sciences,1,812
52,No,Travel_Rarely,1325,Research & Development,11,4,Life Sciences,1,813
50,No,Travel_Rarely,691,Research & Development,2,3,Medical,1,815
29,Yes,Travel_Rarely,805,Research & Development,1,2,Life Sciences,1,816
33,No,Travel_Rarely,213,Research & Development,7,3,Medical,1,817
33,Yes,Travel_Rarely,118,Sales,16,3,Marketing,1,819
47,No,Travel_Rarely,202,Research & Development,2,2,Other,1,820
36,No,Travel_Rarely,676,Research & Development,1,3,Other,1,823
29,No,Travel_Rarely,1252,Research & Development,23,2,Life Sciences,1,824
58,Yes,Travel_Rarely,286,Research & Development,2,4,Life Sciences,1,825
35,No,Travel_Rarely,1258,Research & Development,1,4,Life Sciences,1,826
42,No,Travel_Rarely,932,Research & Development,1,2,Life Sciences,1,827
28,Yes,Travel_Rarely,890,Research & Development,2,4,Medical,1,828
36,No,Travel_Rarely,1041,Human Resources,13,3,Human Resources,1,829
32,No,Travel_Rarely,859,Research & Development,4,3,Life Sciences,1,830
40,No,Travel_Frequently,720,Research & Development,16,4,Medical,1,832
30,No,Travel_Rarely,946,Research & Development,2,3,Medical,1,833
45,No,Travel_Rarely,252,Research & Development,2,3,Life Sciences,1,834
42,No,Travel_Rarely,933,Research & Development,29,3,Life Sciences,1,836
38,No,Travel_Frequently,471,Research & Development,12,3,Life Sciences,1,837
34,No,Travel_Frequently,702,Research & Development,16,4,Life Sciences,1,838
49,Yes,Travel_Rarely,1184,Sales,11,3,Marketing,1,840
55,Yes,Travel_Rarely,436,Sales,2,1,Medical,1,842
43,No,Travel_Rarely,589,Research & Development,14,2,Life Sciences,1,843
27,No,Travel_Rarely,269,Research & Development,5,1,Technical Degree,1,844
35,No,Travel_Rarely,950,Research & Development,7,3,Other,1,845
28,No,Travel_Rarely,760,Sales,2,4,Marketing,1,846
34,No,Travel_Rarely,829,Human Resources,3,2,Human Resources,1,847
26,Yes,Travel_Frequently,887,Research & Development,5,2,Medical,1,848
27,No,Non-Travel,443,Research & Development,3,3,Medical,1,850
51,No,Travel_Rarely,1318,Sales,26,4,Marketing,1,851
44,No,Travel_Rarely,625,Research & Development,4,3,Medical,1,852
25,No,Travel_Rarely,180,Research & Development,2,1,Medical,1,854
33,No,Travel_Rarely,586,Sales,1,3,Medical,1,855
35,No,Travel_Rarely,1343,Research & Development,27,1,Medical,1,856
36,No,Travel_Rarely,928,Sales,1,2,Life Sciences,1,857
32,No,Travel_Rarely,117,Sales,13,4,Life Sciences,1,859
30,No,Travel_Frequently,1012,Research & Development,5,4,Life Sciences,1,861
53,No,Travel_Rarely,661,Sales,7,2,Marketing,1,862
45,No,Travel_Rarely,930,Sales,9,3,Marketing,1,864
32,No,Travel_Rarely,638,Research & Development,8,2,Medical,1,865
52,No,Travel_Frequently,890,Research & Development,25,4,Medical,1,867
37,No,Travel_Rarely,342,Sales,16,4,Marketing,1,868
28,No,Travel_Rarely,1169,Human Resources,8,2,Medical,1,869
22,No,Travel_Rarely,1230,Research & Development,1,2,Life Sciences,1,872
44,No,Travel_Rarely,986,Research & Development,8,4,Life Sciences,1,874
42,No,Travel_Frequently,1271,Research & Development,2,1,Medical,1,875
36,No,Travel_Rarely,1278,Human Resources,8,3,Life Sciences,1,878
25,No,Travel_Rarely,141,Sales,3,1,Other,1,879
35,No,Travel_Rarely,607,Research & Development,9,3,Life Sciences,1,880
35,Yes,Travel_Frequently,130,Research & Development,25,4,Life Sciences,1,881
32,No,Non-Travel,300,Research & Development,1,3,Life Sciences,1,882
25,No,Travel_Rarely,583,Sales,4,1,Marketing,1,885
49,No,Travel_Rarely,1418,Research & Development,1,3,Technical Degree,1,887
24,No,Non-Travel,1269,Research & Development,4,1,Life Sciences,1,888
32,No,Travel_Frequently,379,Sales,5,2,Life Sciences,1,889
38,No,Travel_Rarely,395,Sales,9,3,Marketing,1,893
42,No,Travel_Rarely,1265,Research & Development,3,3,Life Sciences,1,894
31,No,Travel_Rarely,1222,Research & Development,11,4,Life Sciences,1,895
29,Yes,Travel_Rarely,341,Sales,1,3,Medical,1,896
53,No,Travel_Rarely,868,Sales,8,3,Marketing,1,897
35,No,Travel_Rarely,672,Research & Development,25,3,Technical Degree,1,899
37,No,Travel_Frequently,1231,Sales,21,2,Medical,1,900
53,No,Travel_Rarely,102,Research & Development,23,4,Life Sciences,1,901
43,No,Travel_Frequently,422,Research & Development,1,3,Life Sciences,1,902
47,No,Travel_Rarely,249,Sales,2,2,Marketing,1,903
37,No,Non-Travel,1252,Sales,19,2,Medical,1,904
50,No,Non-Travel,881,Research & Development,2,4,Life Sciences,1,905
39,No,Travel_Rarely,1383,Human Resources,2,3,Life Sciences,1,909
33,No,Travel_Rarely,1075,Human Resources,3,2,Human Resources,1,910
32,Yes,Travel_Rarely,374,Research & Development,25,4,Life Sciences,1,911
29,No,Travel_Rarely,1086,Research & Development,7,1,Medical,1,912
44,No,Travel_Rarely,661,Research & Development,9,2,Life Sciences,1,913
28,No,Travel_Rarely,821,Sales,5,4,Medical,1,916
58,Yes,Travel_Frequently,781,Research & Development,2,1,Life Sciences,1,918
43,No,Travel_Rarely,177,Research & Development,8,3,Life Sciences,1,920
20,Yes,Travel_Rarely,500,Sales,2,3,Medical,1,922
21,Yes,Travel_Rarely,1427,Research & Development,18,1,Other,1,923
36,No,Travel_Rarely,1425,Research & Development,14,1,Life Sciences,1,924
47,No,Travel_Rarely,1454,Sales,2,4,Life Sciences,1,925
22,Yes,Travel_Rarely,617,Research & Development,3,1,Life Sciences,1,926
41,Yes,Travel_Rarely,1085,Research & Development,2,4,Life Sciences,1,927
28,No,Travel_Rarely,995,Research & Development,9,3,Medical,1,930
39,Yes,Travel_Rarely,1122,Research & Development,6,3,Medical,1,932
27,No,Travel_Rarely,618,Research & Development,4,3,Life Sciences,1,933
34,No,Travel_Rarely,546,Research & Development,10,3,Life Sciences,1,934
42,No,Travel_Rarely,462,Sales,14,2,Medical,1,936
33,No,Travel_Rarely,1198,Research & Development,1,4,Other,1,939
58,No,Travel_Rarely,1272,Research & Development,5,3,Technical Degree,1,940
31,No,Travel_Rarely,154,Sales,7,4,Life Sciences,1,941
35,No,Travel_Rarely,1137,Research & Development,21,1,Life Sciences,1,942
49,No,Travel_Rarely,527,Research & Development,8,2,Other,1,944
48,No,Travel_Rarely,1469,Research & Development,20,4,Medical,1,945
31,No,Non-Travel,1188,Sales,20,2,Marketing,1,947
36,No,Travel_Rarely,188,Research & Development,7,4,Other,1,949
38,No,Travel_Rarely,1333,Research & Development,1,3,Technical Degree,1,950
32,No,Non-Travel,1184,Research & Development,1,3,Life Sciences,1,951
25,Yes,Travel_Rarely,867,Sales,19,2,Marketing,1,952
40,No,Travel_Rarely,658,Sales,10,4,Marketing,1,954
26,No,Travel_Frequently,1283,Sales,1,3,Medical,1,956
41,No,Travel_Rarely,263,Research & Development,6,3,Medical,1,957
36,No,Travel_Rarely,938,Research & Development,2,4,Medical,1,958
19,Yes,Travel_Rarely,419,Sales,21,3,Other,1,959
20,Yes,Travel_Rarely,129,Research & Development,4,3,Technical Degree,1,960
31,No,Travel_Rarely,616,Research & Development,12,3,Medical,1,961
40,No,Travel_Frequently,1469,Research & Development,9,4,Medical,1,964
32,No,Travel_Rarely,498,Research & Development,3,4,Medical,1,966
36,Yes,Travel_Rarely,530,Sales,3,1,Life Sciences,1,967
33,No,Travel_Rarely,1069,Research & Development,1,3,Life Sciences,1,969
37,Yes,Travel_Rarely,625,Sales,1,4,Life Sciences,1,970
45,No,Non-Travel,805,Research & Development,4,2,Life Sciences,1,972
29,No,Travel_Frequently,1404,Sales,20,3,Technical Degree,1,974
35,No,Travel_Rarely,1219,Sales,18,3,Medical,1,975
52,No,Travel_Rarely,1053,Research & Development,1,2,Life Sciences,1,976
58,Yes,Travel_Rarely,289,Research & Development,2,3,Technical Degree,1,977
53,No,Travel_Rarely,1376,Sales,2,2,Medical,1,981
30,No,Travel_Rarely,231,Sales,8,2,Other,1,982
38,No,Non-Travel,152,Sales,10,3,Technical Degree,1,983
35,No,Travel_Rarely,882,Sales,3,4,Life Sciences,1,984
39,No,Travel_Rarely,903,Sales,2,5,Life Sciences,1,985
40,Yes,Non-Travel,1479,Sales,24,3,Life Sciences,1,986
47,No,Travel_Frequently,1379,Research & Development,16,4,Medical,1,987
36,No,Non-Travel,1229,Sales,8,4,Technical Degree,1,990
31,Yes,Non-Travel,335,Research & Development,9,2,Medical,1,991
33,No,Non-Travel,722,Sales,17,3,Life Sciences,1,992
29,Yes,Travel_Rarely,906,Research & Development,10,3,Life Sciences,1,994
33,No,Travel_Rarely,461,Research & Development,13,1,Life Sciences,1,995
45,No,Travel_Rarely,974,Research & Development,1,4,Medical,1,996
50,No,Travel_Rarely,1126,Research & Development,1,2,Medical,1,997
33,No,Travel_Frequently,827,Research & Development,1,4,Other,1,998
41,No,Travel_Frequently,840,Research & Development,9,3,Medical,1,999
27,No,Travel_Rarely,1134,Research & Development,16,4,Technical Degree,1,1001
45,No,Non-Travel,248,Research & Development,23,2,Life Sciences,1,1002
47,No,Travel_Rarely,955,Sales,4,2,Life Sciences,1,1003
30,Yes,Travel_Rarely,138,Research & Development,22,3,Life Sciences,1,1004
50,No,Travel_Rarely,939,Research & Development,24,3,Life Sciences,1,1005
38,No,Travel_Frequently,1391,Research & Development,10,1,Medical,1,1006
46,No,Travel_Rarely,566,Research & Development,7,2,Medical,1,1007
24,No,Travel_Rarely,1206,Research & Development,17,1,Medical,1,1009
35,Yes,Travel_Rarely,622,Research & Development,14,4,Other,1,1010
31,No,Travel_Frequently,853,Research & Development,1,1,Life Sciences,1,1011
18,No,Non-Travel,287,Research & Development,5,2,Life Sciences,1,1012
54,No,Travel_Rarely,1441,Research & Development,17,3,Technical Degree,1,1013
35,No,Travel_Rarely,583,Research & Development,25,4,Medical,1,1014
30,No,Travel_Rarely,153,Research & Development,8,2,Life Sciences,1,1015
20,Yes,Travel_Rarely,1097,Research & Development,11,3,Medical,1,1016
30,Yes,Travel_Frequently,109,Research & Development,5,3,Medical,1,1017
26,No,Travel_Rarely,1066,Research & Development,2,2,Medical,1,1018
22,No,Travel_Rarely,217,Research & Development,8,1,Life Sciences,1,1019
48,No,Travel_Rarely,277,Research & Development,6,3,Life Sciences,1,1022
48,No,Travel_Rarely,1355,Research & Development,4,4,Life Sciences,1,1024
41,No,Travel_Rarely,549,Research & Development,7,2,Medical,1,1025
39,No,Travel_Rarely,466,Research & Development,1,1,Life Sciences,1,1026
27,No,Travel_Rarely,1055,Research & Development,2,4,Life Sciences,1,1027
35,No,Travel_Rarely,802,Research & Development,10,3,Other,1,1028
42,No,Travel_Rarely,265,Sales,5,2,Marketing,1,1029
50,No,Travel_Rarely,804,Research & Development,9,3,Life Sciences,1,1030
59,No,Travel_Rarely,715,Research & Development,2,3,Life Sciences,1,1032
37,Yes,Travel_Rarely,1141,Research & Development,11,2,Medical,1,1033
55,No,Travel_Frequently,135,Research & Development,18,4,Medical,1,1034
41,No,Non-Travel,247,Research & Development,7,1,Life Sciences,1,1035
38,No,Travel_Rarely,1035,Sales,3,4,Life Sciences,1,1036
26,Yes,Non-Travel,265,Sales,29,2,Medical,1,1037
52,Yes,Travel_Rarely,266,Sales,2,1,Marketing,1,1038
44,No,Travel_Rarely,1448,Sales,28,3,Medical,1,1039
50,No,Non-Travel,145,Sales,1,3,Life Sciences,1,1040
36,Yes,Travel_Rarely,885,Research & Development,16,4,Life Sciences,1,1042
39,No,Travel_Frequently,945,Research & Development,22,3,Medical,1,1043
33,No,Non-Travel,1038,Sales,8,1,Life Sciences,1,1044
45,No,Travel_Rarely,1234,Sales,11,2,Life Sciences,1,1045
32,No,Non-Travel,1109,Research & Development,29,4,Medical,1,1046
34,No,Travel_Rarely,216,Sales,1,4,Marketing,1,1047
59,No,Travel_Rarely,1089,Sales,1,2,Technical Degree,1,1048
45,No,Travel_Rarely,788,Human Resources,24,4,Medical,1,1049
53,No,Travel_Frequently,124,Sales,2,3,Marketing,1,1050
36,Yes,Travel_Rarely,660,Research & Development,15,3,Other,1,1052
26,Yes,Travel_Frequently,342,Research & Development,2,3,Life Sciences,1,1053
34,No,Travel_Rarely,1333,Sales,10,4,Life Sciences,1,1055
28,No,Travel_Rarely,1144,Sales,10,1,Medical,1,1056
38,No,Travel_Frequently,1186,Research & Development,3,4,Other,1,1060
50,No,Travel_Rarely,1464,Research & Development,2,4,Medical,1,1061
37,No,Travel_Rarely,124,Research & Development,3,3,Other,1,1062
40,No,Travel_Rarely,300,Sales,26,3,Marketing,1,1066
26,No,Travel_Frequently,921,Research & Development,1,1,Medical,1,1068
46,No,Travel_Rarely,430,Research & Development,1,4,Medical,1,1069
54,No,Travel_Rarely,1082,Sales,2,4,Life Sciences,1,1070
56,No,Travel_Frequently,1240,Research & Development,9,3,Medical,1,1071
36,No,Travel_Rarely,796,Research & Development,12,5,Medical,1,1073
55,No,Non-Travel,444,Research & Development,2,1,Medical,1,1074
43,No,Travel_Rarely,415,Sales,25,3,Medical,1,1076
20,Yes,Travel_Frequently,769,Sales,9,3,Marketing,1,1077
21,Yes,Travel_Rarely,1334,Research & Development,10,3,Life Sciences,1,1079
46,No,Travel_Rarely,1003,Research & Development,8,4,Life Sciences,1,1080
51,Yes,Travel_Rarely,1323,Research & Development,4,4,Life Sciences,1,1081
28,Yes,Non-Travel,1366,Research & Development,24,2,Technical Degree,1,1082
26,No,Travel_Rarely,192,Research & Development,1,2,Medical,1,1083
30,No,Travel_Rarely,1176,Research & Development,20,3,Other,1,1084
41,No,Travel_Rarely,509,Research & Development,7,2,Technical Degree,1,1085
38,No,Travel_Rarely,330,Research & Development,17,1,Life Sciences,1,1088
40,No,Travel_Rarely,1492,Research & Development,20,4,Technical Degree,1,1092
27,No,Non-Travel,1277,Research & Development,8,5,Life Sciences,1,1094
55,No,Travel_Frequently,1091,Research & Development,2,1,Life Sciences,1,1096
28,No,Travel_Rarely,857,Research & Development,10,3,Other,1,1097
44,Yes,Travel_Rarely,1376,Human Resources,1,2,Medical,1,1098
33,No,Travel_Rarely,654,Research & Development,5,3,Life Sciences,1,1099
35,Yes,Travel_Rarely,1204,Sales,4,3,Technical Degree,1,1100
33,Yes,Travel_Frequently,827,Research & Development,29,4,Medical,1,1101
28,No,Travel_Rarely,895,Research & Development,15,2,Life Sciences,1,1102
34,No,Travel_Frequently,618,Research & Development,3,1,Life Sciences,1,1103
37,No,Travel_Rarely,309,Sales,10,4,Life Sciences,1,1105
25,Yes,Travel_Rarely,1219,Research & Development,4,1,Technical Degree,1,1106
26,Yes,Travel_Rarely,1330,Research & Development,21,3,Medical,1,1107
33,Yes,Travel_Rarely,1017,Research & Development,25,3,Medical,1,1108
42,No,Travel_Rarely,469,Research & Development,2,2,Medical,1,1109
28,Yes,Travel_Frequently,1009,Research & Development,1,3,Medical,1,1111
50,Yes,Travel_Frequently,959,Sales,1,4,Other,1,1113
33,No,Travel_Frequently,970,Sales,7,3,Life Sciences,1,1114
34,No,Non-Travel,697,Research & Development,3,4,Life Sciences,1,1115
